STATUS | wrapper  | 2015/01/27 14:18:00 | --> Wrapper Started as Console
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,759 DEBUG (ttsoft.main.Main:72) - Adding bundle [file:/D:/github/repos/ttsoft/platform-release/platform-x64/bundles/3/spring-osgi-core-1.2.1.jar]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,762 DEBUG (ttsoft.main.Main:72) - Adding bundle [file:/D:/github/repos/ttsoft/platform-release/platform-x64/bundles/3/spring-osgi-extender-1.2.1.jar]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,764 DEBUG (ttsoft.main.Main:72) - Adding bundle [file:/D:/github/repos/ttsoft/platform-release/platform-x64/bundles/3/spring-osgi-io-1.2.1.jar]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,765 DEBUG (ttsoft.main.Main:72) - Adding bundle [file:/D:/github/repos/ttsoft/platform-release/platform-x64/bundles/2/org.apache.felix.configadmin-1.2.8.jar]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,765 DEBUG (ttsoft.main.Main:72) - Adding bundle [file:/D:/github/repos/ttsoft/platform-release/platform-x64/bundles/2/org.apache.felix.eventadmin-1.2.14.jar]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,765 DEBUG (ttsoft.main.Main:72) - Adding bundle [file:/D:/github/repos/ttsoft/platform-release/platform-x64/bundles/2/org.apache.felix.shell.tui-1.4.1.jar]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,765 DEBUG (ttsoft.main.Main:72) - Adding bundle [file:/D:/github/repos/ttsoft/platform-release/platform-x64/bundles/2/org.osgi.enterprise-4.2.0.jar]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,766 DEBUG (ttsoft.main.Main:72) - Adding bundle [file:/D:/github/repos/ttsoft/platform-release/platform-x64/bundles/100/osgi.base_1.0_1.0.0.jar]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,766 DEBUG (ttsoft.main.Main:72) - Storing bundles at [D:\github\repos\ttsoft\platform-release\platform-x64\bin\.felix-cache]
INFO   | jvm 1    | 2015/01/27 14:18:02 | 2015-01-27 14:18:02,766 DEBUG (ttsoft.main.Main:72) - Clearing bundle cache
INFO   | jvm 1    | 2015/01/27 14:18:03 | Auto-properties install: file:/D:/github/repos/ttsoft/platform-release/platform-x64/lib/org.apache.felix.framework-4.2.1.jar (org.osgi.framework.BundleException: Bundle symbolic name and version are not unique: org.apache.felix.framework:4.2.1)
INFO   | jvm 1    | 2015/01/27 14:18:03 | Auto-properties start: file:/D:/github/repos/ttsoft/platform-release/platform-x64/lib/org.apache.felix.framework-4.2.1.jar (org.osgi.framework.BundleException: Bundle symbolic name and version are not unique: org.apache.felix.framework:4.2.1)
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [1.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.framework)(version>=1.4.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [1.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.packageadmin)(version>=1.2.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [1.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.startlevel)(version>=1.1.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [1.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.util.tracker)(version>=1.3.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [3.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.framework)(version>=1.3.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (osgi.wiring.package=javax.management.openmbean) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (osgi.wiring.package=javax.naming) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (osgi.wiring.package=javax.naming.directory) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (osgi.wiring.package=javax.servlet) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (osgi.wiring.package=javax.servlet.http) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (osgi.wiring.package=javax.sql) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (osgi.wiring.package=javax.xml.parsers) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.framework)(version>=1.5.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.cm)(version>=1.3.0)(!(version>=2.0.0))) -> [3.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.event)(version>=1.2.0)(!(version>=2.0.0))) -> [4.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.log)(version>=1.3.0)(!(version>=2.0.0))) -> [1.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [6.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.util.tracker)(version>=1.4.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [4.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.framework)(version>=1.3.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [4.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.cm)(version>=1.2.0)(!(version>=2.0.0))) -> [3.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [4.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.metatype)(version>=1.1.0)(!(version>=2.0.0))) -> [6.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [5.0] osgi.wiring.package; (&(osgi.wiring.package=org.apache.felix.shell)(version>=1.0.0)) -> [1.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [5.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.framework)(version>=1.3.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | -> DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.aopalliance.aop)(version>=0.0.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.aopalliance.intercept)(version>=0.0.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.apache.commons.logging)(version>=1.0.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.framework)(version>=1.3.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.cm)(version>=1.2.0)) -> [3.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.packageadmin)(version>=1.2.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.startlevel)(version>=1.0.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.aop)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.aop.framework)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.aop.support)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans.factory)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans.factory.config)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans.factory.support)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans.factory.xml)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans.propertyeditors)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.context)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.context.event)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.context.support)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core.enums)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core.io)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core.io.support)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi.io)(version>=1.2.1)(version<=1.2.1)) -> [9.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.util)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.util.xml)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (osgi.wiring.package=org.w3c.dom) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [7.0] osgi.wiring.package; (osgi.wiring.package=org.xml.sax) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [9.0] osgi.wiring.package; (&(osgi.wiring.package=org.apache.commons.logging)(version>=1.0.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [9.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.framework)(version>=1.3.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [9.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.packageadmin)(version>=1.2.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [9.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core.io)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [9.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core.io.support)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [9.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.util)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.apache.commons.logging)(version>=1.0.0)(!(version>=2.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.framework)(version>=1.3.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.osgi.service.packageadmin)(version>=1.2.0)) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans.factory)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans.factory.config)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.beans.factory.xml)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.context)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.context.event)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core.enums)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core.io)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.core.task)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi)(version>=1.2.1)(version<=1.2.1)) -> [7.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi.context)(version>=1.2.1)(version<=1.2.1)) -> [7.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi.context.event)(version>=1.2.1)(version<=1.2.1)) -> [7.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi.context.support)(version>=1.2.1)(version<=1.2.1)) -> [7.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi.service.importer)(version>=1.2.1)(version<=1.2.1)) -> [7.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi.service.importer.event)(version>=1.2.1)(version<=1.2.1)) -> [7.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi.service.importer.support)(version>=1.2.1)(version<=1.2.1)) -> [7.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.osgi.util)(version>=1.2.1)(version<=1.2.1)) -> [7.0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.scheduling.timer)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (&(osgi.wiring.package=org.springframework.util)(version>=2.5.6)(!(version>=4.0.0))) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [8.0] osgi.wiring.package; (osgi.wiring.package=org.xml.sax) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: Bundle org.springframework.osgi.core [7] META-INF/services/org.apache.commons.logging.LogFactory not found by org.springframework.osgi.core [7]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: DYNAMIC WIRE: [7.0] osgi.wiring.package; (osgi.wiring.package=*) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:03 | DEBUG: WIRE: [10.0] osgi.wiring.package; (osgi.wiring.package=org.osgi.framework) -> [0]
INFO   | jvm 1    | 2015/01/27 14:18:07 | -> 
INFO   | jvm 1    | 2015/01/27 14:18:08 | -> 
INFO   | jvm 1    | 2015/01/27 14:18:11 | START LEVEL 1000
INFO   | jvm 1    | 2015/01/27 14:18:11 |    ID   State         Level  Name
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   0] [Active     ] [    0] System Bundle (4.2.1)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   1] [Active     ] [    1] Apache Felix Shell Service (1.4.3)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   3] [Active     ] [    2] Apache Felix Configuration Admin Service (1.2.8)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   4] [Active     ] [    2] Apache Felix EventAdmin (1.2.14)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   5] [Active     ] [    2] Apache Felix Shell TUI (1.4.1)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   6] [Active     ] [    2] osgi.enterprise (4.2.0.201003190513)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   7] [Active     ] [    3] spring-osgi-core (1.2.1)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   8] [Active     ] [    3] spring-osgi-extender (1.2.1)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [   9] [Active     ] [    3] spring-osgi-io (1.2.1)
INFO   | jvm 1    | 2015/01/27 14:18:11 | [  10] [Active     ] [  100] TTSoft OSGI Base (1.0.0)
INFO   | jvm 1    | 2015/01/27 14:18:11 | -> 
